complaint_id,complaint_text,category,sentiment,severity,channel,branch,status,resolution_note,created_date,resolution_days,is_duplicate,duplicate_of,predicted_category,predicted_sentiment,predicted_severity,source
CMP1973,IMPS transfer failed but money debited from my UBI account.,Fund Transfer / NEFT / RTGS,Frustrated,Medium,Mobile App,Shivajinagar Pune,In Progress,,2023-02-17,,False,,Fund Transfer / NEFT / RTGS,Frustrated,Medium,Synthetic_UBI
CMP1974,The Vyom app keeps crashing when I try to login.,Mobile Banking App,Neutral,Medium,Social Media,Nariman Point Mumbai,Open,,2024-08-23,,False,,Mobile Banking App,Neutral,Medium,Synthetic_UBI
CMP1975,My account is frozen due to pending KYC despite submitting documents online.,KYC / Documentation,Disappointed,Critical,Web Portal,Salt Lake Kolkata,Resolved,Please visit your base branch with original KYC documents.,2023-04-15,14.0,False,,KYC / Documentation,Disappointed,Critical,Synthetic_UBI
CMP1976,Interest rate applied on my senior citizen FD is incorrect.,Fixed Deposit,Urgent,Critical,Social Media,MG Road Bangalore,In Progress,,2024-04-04,,False,,Fixed Deposit,Urgent,Critical,Synthetic_UBI
CMP1977,Credit card limit was reduced without any prior notice.,Credit Card,Frustrated,High,Web Portal,Banjara Hills Hyderabad,Resolved,Your request is in progress and will be completed within 48 hours.,2024-12-03,12.0,False,,Credit Card,Frustrated,High,Synthetic_UBI
CMP1978,Debit card got stuck in the Union Bank ATM at MG Road Bangalore.,ATM / Debit Card,Frustrated,Critical,Mobile App,MG Road Bangalore,Escalated,,2024-01-13,,False,,ATM / Debit Card,Frustrated,Critical,Synthetic_UBI
CMP1979,RTGS transaction rejected but refund not received.,Fund Transfer / NEFT / RTGS,Neutral,High,Branch Visit,Salt Lake Kolkata,Resolved,Please visit your base branch with original KYC documents.,2023-04-03,5.0,False,,Fund Transfer / NEFT / RTGS,Neutral,High,Synthetic_UBI
CMP1980,Want to upgrade my credit card to Union Premier but no response.,Credit Card,Neutral,High,Social Media,Connaught Place Delhi,In Progress,,2024-05-23,,False,,Credit Card,Neutral,High,Synthetic_UBI
CMP1981,Sent an email to customercare@unionbankofindia.com but no reply.,Customer Service,Angry,Medium,Social Media,MG Road Bangalore,Resolved,We have processed the refund. It will reflect in 3-5 working days.,2024-04-04,15.0,False,,Customer Service,Angry,Medium,Synthetic_UBI
CMP1982,UPI payment via Vyom app is failing continuously.,Fund Transfer / NEFT / RTGS,Angry,Low,Branch Visit,Banjara Hills Hyderabad,Open,,2024-09-22,,False,,Fund Transfer / NEFT / RTGS,Angry,Low,Synthetic_UBI
CMP1983,Branch manager at Malviya Nagar Jaipur is not releasing property documents after loan closure.,Loan Services,Neutral,Low,Phone Call,Malviya Nagar Jaipur,Resolved,We have processed the refund. It will reflect in 3-5 working days.,2024-11-12,11.0,False,,Loan Services,Neutral,Low,Synthetic_UBI
CMP1984,Sent an email to customercare@unionbankofindia.com but no reply.,Customer Service,Angry,Medium,Web Portal,Navrangpura Ahmedabad,Escalated,,2023-09-04,,False,,Customer Service,Angry,Medium,Synthetic_UBI
CMP1985,Corporate internet banking transaction password is not arriving via SMS.,Internet Banking,Angry,Critical,Mobile App,Nariman Point Mumbai,Resolved,Please visit your base branch with original KYC documents.,2023-12-05,4.0,False,,Internet Banking,Angry,Critical,Synthetic_UBI
CMP1986,Sent an email to customercare@unionbankofindia.com but no reply.,Customer Service,Disappointed,Medium,Mobile App,Connaught Place Delhi,Resolved,Your request is in progress and will be completed within 48 hours.,2023-08-30,11.0,False,,Customer Service,Disappointed,Medium,Synthetic_UBI
CMP1987,"Requested a new debit card via Vyom app, haven't received it in 20 days.",ATM / Debit Card,Disappointed,High,Phone Call,Hazratganj Lucknow,Resolved,The technical glitch in Vyom app has been fixed in the latest update.,2023-08-27,3.0,False,,ATM / Debit Card,Disappointed,High,Synthetic_UBI
CMP1988,Opened a digital savings account via Vyom app but account is inactive.,Account Opening,Disappointed,High,Social Media,T Nagar Chennai,Open,,2023-08-14,,False,,Account Opening,Disappointed,High,Synthetic_UBI
CMP1989,Session expires too fast on Union Bank internet banking.,Internet Banking,Frustrated,High,Web Portal,Banjara Hills Hyderabad,Resolved,Please visit your base branch with original KYC documents.,2024-02-18,6.0,False,,Internet Banking,Frustrated,High,Synthetic_UBI
CMP1990,Need to update my signature but branch says system is down.,KYC / Documentation,Urgent,Critical,Mobile App,Shivajinagar Pune,Open,,2024-04-29,,False,,KYC / Documentation,Urgent,Critical,Synthetic_UBI
CMP1991,Initial funding failed but money was deducted during account opening.,Account Opening,Frustrated,High,Mobile App,Connaught Place Delhi,Escalated,,2023-06-12,,True,CMP1268,Account Opening,Frustrated,High,Synthetic_UBI
CMP1992,"Applied for Union Vehicle loan 2 weeks ago, no update from Hazratganj Lucknow.",Loan Services,Frustrated,Critical,Mobile App,Hazratganj Lucknow,In Progress,,2023-05-10,,False,,Loan Services,Frustrated,Critical,Synthetic_UBI
CMP1993,The Vyom app keeps crashing when I try to login.,Mobile Banking App,Neutral,Critical,Email,Salt Lake Kolkata,In Progress,,2024-04-25,,False,,Mobile Banking App,Neutral,Critical,Synthetic_UBI
CMP1994,Contactless payment is not working on my Union Bank Visa card.,ATM / Debit Card,Angry,Low,Branch Visit,Connaught Place Delhi,Escalated,,2024-03-30,,False,,ATM / Debit Card,Angry,Low,Synthetic_UBI
CMP1995,Not able to add beneficiary in retail internet banking.,Internet Banking,Angry,High,Email,Shivajinagar Pune,Resolved,We have processed the refund. It will reflect in 3-5 working days.,2023-08-16,7.0,False,,Internet Banking,Angry,High,Synthetic_UBI
CMP1996,Prepayment of my Union Education loan is not updated in the portal.,Loan Services,Urgent,Critical,Social Media,T Nagar Chennai,Open,,2024-10-11,,False,,Loan Services,Urgent,Critical,Synthetic_UBI
CMP1997,Bill payment done via NEFT is not reflecting in my credit card statement.,Credit Card,Frustrated,High,Email,Navrangpura Ahmedabad,Open,,2024-08-15,,False,,Credit Card,Frustrated,High,Synthetic_UBI
CMP1998,My net banking password got locked and online reset is not working.,Internet Banking,Neutral,Medium,Email,T Nagar Chennai,Escalated,,2023-06-24,,False,,Internet Banking,Neutral,Medium,Synthetic_UBI
CMP1999,Submitted Aadhaar and PAN at Connaught Place Delhi but KYC is still pending.,KYC / Documentation,Angry,Medium,Branch Visit,Connaught Place Delhi,In Progress,,2023-07-18,,False,,KYC / Documentation,Angry,Medium,Synthetic_UBI
CFPB399701,I sent an international wire transfer that never arrived at the destination bank. Customer service cannot locate the funds.,Fund Transfer / NEFT / RTGS,Urgent,Low,Phone Call,Malviya Nagar Jaipur,Open,,2024-11-23,,False,,Fund Transfer / NEFT / RTGS,Urgent,Low,CFPB_Real
CFPB799247,I sent an international wire transfer that never arrived at the destination bank. Customer service cannot locate the funds.,Fund Transfer / NEFT / RTGS,Frustrated,High,Phone Call,T Nagar Chennai,In Progress,,2024-08-17,,False,,Fund Transfer / NEFT / RTGS,Frustrated,High,CFPB_Real
CFPB677263,I sent an international wire transfer that never arrived at the destination bank. Customer service cannot locate the funds.,Fund Transfer / NEFT / RTGS,Angry,Low,Branch Visit,Banjara Hills Hyderabad,In Progress,,2024-08-23,,False,,Fund Transfer / NEFT / RTGS,Angry,Low,CFPB_Real
CFPB475469,My mortgage servicer did not apply my extra principal payment correctly and instead held it in suspense.,Loan Services,Disappointed,Low,Branch Visit,Navrangpura Ahmedabad,Open,,2024-03-19,,False,,Loan Services,Disappointed,Low,CFPB_Real
CFPB345133,Bank charged me multiple overdraft fees in a single day even though I had opted out of overdraft protection.,Account Opening,Frustrated,Low,Web Portal,Salt Lake Kolkata,In Progress,,2024-03-02,,False,,Account Opening,Frustrated,Low,CFPB_Real
CFPB457562,I sent an international wire transfer that never arrived at the destination bank. Customer service cannot locate the funds.,Fund Transfer / NEFT / RTGS,Neutral,High,Branch Visit,Salt Lake Kolkata,Escalated,,2024-02-16,,False,,Fund Transfer / NEFT / RTGS,Neutral,High,CFPB_Real
CFPB318727,I sent an international wire transfer that never arrived at the destination bank. Customer service cannot locate the funds.,Fund Transfer / NEFT / RTGS,Frustrated,Critical,Branch Visit,Salt Lake Kolkata,In Progress,,2024-12-09,,False,,Fund Transfer / NEFT / RTGS,Frustrated,Critical,CFPB_Real
CFPB141867,The bank closed my account without any notice or explanation and has not returned my remaining balance.,Account Opening,Neutral,High,Branch Visit,Connaught Place Delhi,Escalated,,2024-02-29,,False,,Account Opening,Neutral,High,CFPB_Real
CFPB601683,Collection agency is threatening to sue me for a debt that is past the statute of limitations in my state.,Loan Services,Disappointed,Critical,Branch Visit,Banjara Hills Hyderabad,Resolved,Resolved via CFPB.,2024-05-18,4,False,,Loan Services,Disappointed,Critical,CFPB_Real
CFPB329739,I sent an international wire transfer that never arrived at the destination bank. Customer service cannot locate the funds.,Fund Transfer / NEFT / RTGS,Neutral,Low,Phone Call,Salt Lake Kolkata,Escalated,,2024-12-12,,False,,Fund Transfer / NEFT / RTGS,Neutral,Low,CFPB_Real
CFPB884460,"I submitted a loss mitigation application, but the bank proceeded with foreclosure anyway. This is a dual tracking violation.",Loan Services,Disappointed,High,Web Portal,Nariman Point Mumbai,Escalated,,2024-07-24,,False,,Loan Services,Disappointed,High,CFPB_Real
CFPB384371,"A fraudulent charge appeared on my credit card. I disputed it, but the credit card company denied my claim without investigation.",Credit Card,Angry,Medium,Phone Call,Malviya Nagar Jaipur,Escalated,,2024-02-28,,False,,Credit Card,Angry,Medium,CFPB_Real
CFPB858309,My mortgage servicer did not apply my extra principal payment correctly and instead held it in suspense.,Loan Services,Disappointed,Medium,Web Portal,MG Road Bangalore,Resolved,Resolved via CFPB.,2024-07-18,7,False,,Loan Services,Disappointed,Medium,CFPB_Real
CFPB808075,The bank closed my account without any notice or explanation and has not returned my remaining balance.,Account Opening,Frustrated,Low,Phone Call,T Nagar Chennai,Escalated,,2024-03-11,,False,,Account Opening,Frustrated,Low,CFPB_Real
CFPB919978,Bank charged me multiple overdraft fees in a single day even though I had opted out of overdraft protection.,Account Opening,Disappointed,Medium,Branch Visit,T Nagar Chennai,Resolved,Resolved via CFPB.,2024-03-03,11,False,,Account Opening,Disappointed,Medium,CFPB_Real
CFPB211717,Bank charged me multiple overdraft fees in a single day even though I had opted out of overdraft protection.,Account Opening,Disappointed,Low,Phone Call,Hazratganj Lucknow,Resolved,Resolved via CFPB.,2024-07-08,9,False,,Account Opening,Disappointed,Low,CFPB_Real
CFPB951146,My identity was stolen and several accounts were opened in my name. The credit bureaus are refusing to block the fraudulent information.,Credit Card,Urgent,Medium,Phone Call,Nariman Point Mumbai,Open,,2024-06-10,,False,,Credit Card,Urgent,Medium,CFPB_Real
CFPB725961,Bank charged me multiple overdraft fees in a single day even though I had opted out of overdraft protection.,Account Opening,Neutral,High,Branch Visit,Malviya Nagar Jaipur,Escalated,,2024-07-19,,False,,Account Opening,Neutral,High,CFPB_Real
CFPB658939,I am being harassed by a debt collector for a debt that I do not owe. They call me at all hours of the night.,Loan Services,Disappointed,High,Web Portal,Banjara Hills Hyderabad,In Progress,,2024-07-11,,False,,Loan Services,Disappointed,High,CFPB_Real
CFPB555056,"A fraudulent charge appeared on my credit card. I disputed it, but the credit card company denied my claim without investigation.",Credit Card,Angry,Medium,Web Portal,Nariman Point Mumbai,Escalated,,2024-07-07,,False,,Credit Card,Angry,Medium,CFPB_Real
CFPB337935,"A fraudulent charge appeared on my credit card. I disputed it, but the credit card company denied my claim without investigation.",Credit Card,Urgent,Medium,Phone Call,T Nagar Chennai,Open,,2024-07-15,,False,,Credit Card,Urgent,Medium,CFPB_Real
CFPB509461,The bank closed my account without any notice or explanation and has not returned my remaining balance.,Account Opening,Frustrated,Critical,Web Portal,Banjara Hills Hyderabad,Resolved,Resolved via CFPB.,2024-06-17,12,False,,Account Opening,Frustrated,Critical,CFPB_Real
CFPB104740,Bank charged me multiple overdraft fees in a single day even though I had opted out of overdraft protection.,Account Opening,Neutral,Low,Phone Call,Banjara Hills Hyderabad,Resolved,Resolved via CFPB.,2024-08-28,14,False,,Account Opening,Neutral,Low,CFPB_Real
CFPB702426,Collection agency is threatening to sue me for a debt that is past the statute of limitations in my state.,Loan Services,Disappointed,Low,Phone Call,Nariman Point Mumbai,Resolved,Resolved via CFPB.,2024-01-31,13,False,,Loan Services,Disappointed,Low,CFPB_Real
CFPB440383,I sent an international wire transfer that never arrived at the destination bank. Customer service cannot locate the funds.,Fund Transfer / NEFT / RTGS,Urgent,Low,Phone Call,Salt Lake Kolkata,Resolved,Resolved via CFPB.,2024-11-12,5,False,,Fund Transfer / NEFT / RTGS,Urgent,Low,CFPB_Real
CFPB392139,My mortgage servicer did not apply my extra principal payment correctly and instead held it in suspense.,Loan Services,Frustrated,Critical,Web Portal,Navrangpura Ahmedabad,Escalated,,2024-04-06,,False,,Loan Services,Frustrated,Critical,CFPB_Real
CFPB632106,The bank closed my account without any notice or explanation and has not returned my remaining balance.,Account Opening,Urgent,Medium,Web Portal,Connaught Place Delhi,Escalated,,2024-03-21,,False,,Account Opening,Urgent,Medium,CFPB_Real
CFPB101456,I sent an international wire transfer that never arrived at the destination bank. Customer service cannot locate the funds.,Fund Transfer / NEFT / RTGS,Disappointed,Medium,Email,Banjara Hills Hyderabad,Escalated,,2024-03-19,,False,,Fund Transfer / NEFT / RTGS,Disappointed,Medium,CFPB_Real
CFPB598763,"I submitted a loss mitigation application, but the bank proceeded with foreclosure anyway. This is a dual tracking violation.",Loan Services,Urgent,Low,Email,Shivajinagar Pune,Escalated,,2024-11-08,,False,,Loan Services,Urgent,Low,CFPB_Real
CFPB202520,"A fraudulent charge appeared on my credit card. I disputed it, but the credit card company denied my claim without investigation.",Credit Card,Frustrated,Low,Email,Banjara Hills Hyderabad,Escalated,,2024-08-19,,False,,Credit Card,Frustrated,Low,CFPB_Real
CFPB260956,"A fraudulent charge appeared on my credit card. I disputed it, but the credit card company denied my claim without investigation.",Credit Card,Neutral,Medium,Web Portal,Malviya Nagar Jaipur,Escalated,,2024-12-18,,False,,Credit Card,Neutral,Medium,CFPB_Real
CFPB772356,"I submitted a loss mitigation application, but the bank proceeded with foreclosure anyway. This is a dual tracking violation.",Loan Services,Disappointed,High,Branch Visit,MG Road Bangalore,In Progress,,2024-02-02,,False,,Loan Services,Disappointed,High,CFPB_Real
CFPB611249,"I submitted a loss mitigation application, but the bank proceeded with foreclosure anyway. This is a dual tracking violation.",Loan Services,Neutral,Critical,Branch Visit,Malviya Nagar Jaipur,Open,,2024-03-15,,False,,Loan Services,Neutral,Critical,CFPB_Real
CFPB535684,Bank charged me multiple overdraft fees in a single day even though I had opted out of overdraft protection.,Account Opening,Urgent,High,Web Portal,T Nagar Chennai,In Progress,,2024-06-08,,False,,Account Opening,Urgent,High,CFPB_Real
CFPB333246,My identity was stolen and several accounts were opened in my name. The credit bureaus are refusing to block the fraudulent information.,Credit Card,Urgent,Critical,Email,Banjara Hills Hyderabad,Escalated,,2024-10-25,,False,,Credit Card,Urgent,Critical,CFPB_Real
CFPB397716,The bank closed my account without any notice or explanation and has not returned my remaining balance.,Account Opening,Neutral,High,Email,Malviya Nagar Jaipur,Resolved,Resolved via CFPB.,2024-02-14,4,False,,Account Opening,Neutral,High,CFPB_Real
CFPB727079,There are multiple hard inquiries on my credit report that I did not authorize. Please remove them immediately.,Credit Card,Frustrated,High,Web Portal,Shivajinagar Pune,Escalated,,2024-11-12,,False,,Credit Card,Frustrated,High,CFPB_Real
CFPB224300,"A fraudulent charge appeared on my credit card. I disputed it, but the credit card company denied my claim without investigation.",Credit Card,Neutral,High,Branch Visit,Connaught Place Delhi,In Progress,,2024-10-23,,False,,Credit Card,Neutral,High,CFPB_Real
CFPB198297,I sent an international wire transfer that never arrived at the destination bank. Customer service cannot locate the funds.,Fund Transfer / NEFT / RTGS,Urgent,Critical,Phone Call,MG Road Bangalore,Open,,2024-05-17,,False,,Fund Transfer / NEFT / RTGS,Urgent,Critical,CFPB_Real
CFPB952199,I sent an international wire transfer that never arrived at the destination bank. Customer service cannot locate the funds.,Fund Transfer / NEFT / RTGS,Frustrated,Medium,Email,Navrangpura Ahmedabad,In Progress,,2024-01-30,,False,,Fund Transfer / NEFT / RTGS,Frustrated,Medium,CFPB_Real
CFPB986332,My identity was stolen and several accounts were opened in my name. The credit bureaus are refusing to block the fraudulent information.,Credit Card,Disappointed,High,Phone Call,T Nagar Chennai,Escalated,,2024-04-02,,False,,Credit Card,Disappointed,High,CFPB_Real
CFPB977495,My mortgage servicer did not apply my extra principal payment correctly and instead held it in suspense.,Loan Services,Frustrated,High,Web Portal,MG Road Bangalore,Open,,2024-09-06,,False,,Loan Services,Frustrated,High,CFPB_Real
CFPB576465,"A fraudulent charge appeared on my credit card. I disputed it, but the credit card company denied my claim without investigation.",Credit Card,Neutral,Low,Branch Visit,T Nagar Chennai,In Progress,,2024-09-03,,False,,Credit Card,Neutral,Low,CFPB_Real
CFPB302291,Collection agency is threatening to sue me for a debt that is past the statute of limitations in my state.,Loan Services,Angry,High,Email,Malviya Nagar Jaipur,Resolved,Resolved via CFPB.,2024-12-21,6,False,,Loan Services,Angry,High,CFPB_Real
CFPB647970,Bank charged me multiple overdraft fees in a single day even though I had opted out of overdraft protection.,Account Opening,Urgent,Critical,Phone Call,T Nagar Chennai,Open,,2024-10-07,,False,,Account Opening,Urgent,Critical,CFPB_Real
CFPB488466,The bank closed my account without any notice or explanation and has not returned my remaining balance.,Account Opening,Frustrated,Medium,Branch Visit,Nariman Point Mumbai,Resolved,Resolved via CFPB.,2024-10-13,6,False,,Account Opening,Frustrated,Medium,CFPB_Real
CFPB852188,Collection agency is threatening to sue me for a debt that is past the statute of limitations in my state.,Loan Services,Frustrated,High,Phone Call,Connaught Place Delhi,Open,,2024-07-07,,False,,Loan Services,Frustrated,High,CFPB_Real
CFPB918415,Collection agency is threatening to sue me for a debt that is past the statute of limitations in my state.,Loan Services,Frustrated,High,Web Portal,Shivajinagar Pune,Open,,2024-09-08,,False,,Loan Services,Frustrated,High,CFPB_Real
CFPB783868,There are multiple hard inquiries on my credit report that I did not authorize. Please remove them immediately.,Credit Card,Frustrated,Critical,Branch Visit,T Nagar Chennai,In Progress,,2024-05-30,,False,,Credit Card,Frustrated,Critical,CFPB_Real
CFPB335753,"A fraudulent charge appeared on my credit card. I disputed it, but the credit card company denied my claim without investigation.",Credit Card,Frustrated,Medium,Branch Visit,MG Road Bangalore,Escalated,,2024-05-18,,False,,Credit Card,Frustrated,Medium,CFPB_Real
CFPB842686,"A fraudulent charge appeared on my credit card. I disputed it, but the credit card company denied my claim without investigation.",Credit Card,Frustrated,Low,Email,Connaught Place Delhi,Open,,2024-11-01,,False,,Credit Card,Frustrated,Low,CFPB_Real
CFPB178991,My identity was stolen and several accounts were opened in my name. The credit bureaus are refusing to block the fraudulent information.,Credit Card,Neutral,Low,Email,Malviya Nagar Jaipur,In Progress,,2024-04-04,,False,,Credit Card,Neutral,Low,CFPB_Real
CFPB478449,The bank closed my account without any notice or explanation and has not returned my remaining balance.,Account Opening,Frustrated,Critical,Web Portal,Navrangpura Ahmedabad,Open,,2024-03-22,,False,,Account Opening,Frustrated,Critical,CFPB_Real
CFPB329288,There are multiple hard inquiries on my credit report that I did not authorize. Please remove them immediately.,Credit Card,Angry,High,Email,Nariman Point Mumbai,Escalated,,2024-05-21,,False,,Credit Card,Angry,High,CFPB_Real
CFPB526703,"I submitted a loss mitigation application, but the bank proceeded with foreclosure anyway. This is a dual tracking violation.",Loan Services,Disappointed,Critical,Branch Visit,Navrangpura Ahmedabad,Resolved,Resolved via CFPB.,2024-08-12,11,False,,Loan Services,Disappointed,Critical,CFPB_Real
CFPB491000,There are multiple hard inquiries on my credit report that I did not authorize. Please remove them immediately.,Credit Card,Disappointed,High,Branch Visit,Navrangpura Ahmedabad,Open,,2024-06-19,,False,,Credit Card,Disappointed,High,CFPB_Real
CFPB432137,"I submitted a loss mitigation application, but the bank proceeded with foreclosure anyway. This is a dual tracking violation.",Loan Services,Urgent,Medium,Branch Visit,Hazratganj Lucknow,Escalated,,2024-12-02,,False,,Loan Services,Urgent,Medium,CFPB_Real
CFPB765137,"A fraudulent charge appeared on my credit card. I disputed it, but the credit card company denied my claim without investigation.",Credit Card,Angry,Low,Phone Call,Malviya Nagar Jaipur,In Progress,,2024-12-07,,False,,Credit Card,Angry,Low,CFPB_Real
CFPB198583,I am being harassed by a debt collector for a debt that I do not owe. They call me at all hours of the night.,Loan Services,Disappointed,Low,Web Portal,Salt Lake Kolkata,Escalated,,2024-06-15,,False,,Loan Services,Disappointed,Low,CFPB_Real
CFPB298517,My mortgage servicer did not apply my extra principal payment correctly and instead held it in suspense.,Loan Services,Disappointed,Medium,Branch Visit,Shivajinagar Pune,Resolved,Resolved via CFPB.,2024-11-21,5,False,,Loan Services,Disappointed,Medium,CFPB_Real
CFPB789190,My identity was stolen and several accounts were opened in my name. The credit bureaus are refusing to block the fraudulent information.,Credit Card,Disappointed,High,Branch Visit,Salt Lake Kolkata,In Progress,,2024-06-25,,False,,Credit Card,Disappointed,High,CFPB_Real
CFPB300182,My identity was stolen and several accounts were opened in my name. The credit bureaus are refusing to block the fraudulent information.,Credit Card,Disappointed,High,Phone Call,T Nagar Chennai,Open,,2024-04-26,,False,,Credit Card,Disappointed,High,CFPB_Real
CFPB729816,"A fraudulent charge appeared on my credit card. I disputed it, but the credit card company denied my claim without investigation.",Credit Card,Neutral,Medium,Branch Visit,Connaught Place Delhi,In Progress,,2024-09-05,,False,,Credit Card,Neutral,Medium,CFPB_Real
CFPB553188,Bank charged me multiple overdraft fees in a single day even though I had opted out of overdraft protection.,Account Opening,Disappointed,High,Phone Call,Banjara Hills Hyderabad,In Progress,,2024-08-28,,False,,Account Opening,Disappointed,High,CFPB_Real
CFPB850728,I am being harassed by a debt collector for a debt that I do not owe. They call me at all hours of the night.,Loan Services,Urgent,High,Branch Visit,Malviya Nagar Jaipur,Escalated,,2024-09-07,,False,,Loan Services,Urgent,High,CFPB_Real
CFPB810791,The bank closed my account without any notice or explanation and has not returned my remaining balance.,Account Opening,Urgent,Critical,Web Portal,Banjara Hills Hyderabad,Escalated,,2024-06-28,,False,,Account Opening,Urgent,Critical,CFPB_Real
CFPB992954,Bank charged me multiple overdraft fees in a single day even though I had opted out of overdraft protection.,Account Opening,Neutral,Low,Web Portal,Salt Lake Kolkata,Resolved,Resolved via CFPB.,2024-02-01,13,False,,Account Opening,Neutral,Low,CFPB_Real
CFPB640572,I am being harassed by a debt collector for a debt that I do not owe. They call me at all hours of the night.,Loan Services,Frustrated,Low,Web Portal,Nariman Point Mumbai,Resolved,Resolved via CFPB.,2024-05-08,3,False,,Loan Services,Frustrated,Low,CFPB_Real
CFPB142910,I am being harassed by a debt collector for a debt that I do not owe. They call me at all hours of the night.,Loan Services,Frustrated,Low,Email,Nariman Point Mumbai,Open,,2024-12-06,,False,,Loan Services,Frustrated,Low,CFPB_Real
CFPB333149,There are multiple hard inquiries on my credit report that I did not authorize. Please remove them immediately.,Credit Card,Neutral,Low,Email,Shivajinagar Pune,Escalated,,2024-10-11,,False,,Credit Card,Neutral,Low,CFPB_Real
CFPB574501,My mortgage servicer did not apply my extra principal payment correctly and instead held it in suspense.,Loan Services,Frustrated,Critical,Phone Call,Banjara Hills Hyderabad,Resolved,Resolved via CFPB.,2024-05-05,9,False,,Loan Services,Frustrated,Critical,CFPB_Real
CFPB377717,Collection agency is threatening to sue me for a debt that is past the statute of limitations in my state.,Loan Services,Neutral,Medium,Web Portal,Malviya Nagar Jaipur,Escalated,,2024-03-06,,False,,Loan Services,Neutral,Medium,CFPB_Real
CFPB999705,I am being harassed by a debt collector for a debt that I do not owe. They call me at all hours of the night.,Loan Services,Disappointed,Low,Branch Visit,Connaught Place Delhi,In Progress,,2024-01-23,,False,,Loan Services,Disappointed,Low,CFPB_Real
CFPB288253,"I submitted a loss mitigation application, but the bank proceeded with foreclosure anyway. This is a dual tracking violation.",Loan Services,Urgent,Low,Phone Call,Shivajinagar Pune,Open,,2024-12-04,,False,,Loan Services,Urgent,Low,CFPB_Real
CFPB818048,I am being harassed by a debt collector for a debt that I do not owe. They call me at all hours of the night.,Loan Services,Urgent,High,Web Portal,Navrangpura Ahmedabad,Escalated,,2024-02-16,,False,,Loan Services,Urgent,High,CFPB_Real
CFPB117055,Collection agency is threatening to sue me for a debt that is past the statute of limitations in my state.,Loan Services,Frustrated,Low,Email,T Nagar Chennai,Escalated,,2024-07-09,,False,,Loan Services,Frustrated,Low,CFPB_Real
CFPB897792,I am being harassed by a debt collector for a debt that I do not owe. They call me at all hours of the night.,Loan Services,Disappointed,High,Web Portal,T Nagar Chennai,In Progress,,2024-11-28,,False,,Loan Services,Disappointed,High,CFPB_Real
CFPB495466,I am being harassed by a debt collector for a debt that I do not owe. They call me at all hours of the night.,Loan Services,Angry,Low,Branch Visit,MG Road Bangalore,Open,,2024-10-03,,False,,Loan Services,Angry,Low,CFPB_Real
CFPB364283,Collection agency is threatening to sue me for a debt that is past the statute of limitations in my state.,Loan Services,Urgent,Critical,Phone Call,Salt Lake Kolkata,Escalated,,2024-05-08,,False,,Loan Services,Urgent,Critical,CFPB_Real
CFPB724660,My mortgage servicer did not apply my extra principal payment correctly and instead held it in suspense.,Loan Services,Frustrated,Low,Web Portal,Hazratganj Lucknow,Resolved,Resolved via CFPB.,2024-03-11,1,False,,Loan Services,Frustrated,Low,CFPB_Real
CFPB534226,My identity was stolen and several accounts were opened in my name. The credit bureaus are refusing to block the fraudulent information.,Credit Card,Frustrated,Critical,Phone Call,Nariman Point Mumbai,Open,,2024-09-10,,False,,Credit Card,Frustrated,Critical,CFPB_Real
CFPB371829,There are multiple hard inquiries on my credit report that I did not authorize. Please remove them immediately.,Credit Card,Frustrated,Critical,Email,Shivajinagar Pune,Open,,2024-08-07,,False,,Credit Card,Frustrated,Critical,CFPB_Real
CFPB627943,My identity was stolen and several accounts were opened in my name. The credit bureaus are refusing to block the fraudulent information.,Credit Card,Frustrated,Medium,Branch Visit,Malviya Nagar Jaipur,Resolved,Resolved via CFPB.,2024-01-20,15,False,,Credit Card,Frustrated,Medium,CFPB_Real
CFPB889397,Bank charged me multiple overdraft fees in a single day even though I had opted out of overdraft protection.,Account Opening,Urgent,High,Email,Malviya Nagar Jaipur,Escalated,,2024-01-10,,False,,Account Opening,Urgent,High,CFPB_Real
CFPB887944,Collection agency is threatening to sue me for a debt that is past the statute of limitations in my state.,Loan Services,Urgent,Medium,Email,Nariman Point Mumbai,Resolved,Resolved via CFPB.,2024-03-24,13,False,,Loan Services,Urgent,Medium,CFPB_Real
CFPB466572,There are multiple hard inquiries on my credit report that I did not authorize. Please remove them immediately.,Credit Card,Urgent,Medium,Branch Visit,T Nagar Chennai,In Progress,,2024-02-15,,False,,Credit Card,Urgent,Medium,CFPB_Real
CFPB961085,I am being harassed by a debt collector for a debt that I do not owe. They call me at all hours of the night.,Loan Services,Angry,Critical,Branch Visit,Malviya Nagar Jaipur,In Progress,,2024-12-26,,False,,Loan Services,Angry,Critical,CFPB_Real
CFPB500968,Bank charged me multiple overdraft fees in a single day even though I had opted out of overdraft protection.,Account Opening,Disappointed,High,Web Portal,MG Road Bangalore,In Progress,,2024-01-13,,False,,Account Opening,Disappointed,High,CFPB_Real
CFPB796389,I am being harassed by a debt collector for a debt that I do not owe. They call me at all hours of the night.,Loan Services,Angry,High,Web Portal,Salt Lake Kolkata,Open,,2024-08-12,,False,,Loan Services,Angry,High,CFPB_Real
CFPB808178,I am being harassed by a debt collector for a debt that I do not owe. They call me at all hours of the night.,Loan Services,Angry,Critical,Email,Banjara Hills Hyderabad,Open,,2024-11-02,,False,,Loan Services,Angry,Critical,CFPB_Real
