complaint_id,complaint_text,category,sentiment,severity,channel,branch,status,resolution_note,created_date,resolution_days,is_duplicate,duplicate_of
CMP1936,Prepayment of my Union Education loan is not updated in the portal.,Loan Services,Frustrated,Medium,Phone Call,Navrangpura Ahmedabad,Escalated,,2023-06-14,,False,
CMP1937,Union Bank tax saver FD receipt is not downloading.,Fixed Deposit,Angry,Low,Web Portal,MG Road Bangalore,Resolved,The technical glitch in Vyom app has been fixed in the latest update.,2024-04-20,14.0,False,
CMP1938,Branch manager at MG Road Bangalore is not releasing property documents after loan closure.,Loan Services,Neutral,Low,Branch Visit,MG Road Bangalore,In Progress,,2023-06-03,,False,
CMP1939,Waited for 2 hours at Malviya Nagar Jaipur just to submit a KYC form.,Customer Service,Disappointed,High,Mobile App,Malviya Nagar Jaipur,In Progress,,2023-01-04,,False,
CMP1940,My FD matured but the amount is not credited to my savings account.,Fixed Deposit,Disappointed,Critical,Web Portal,Salt Lake Kolkata,Open,,2024-06-11,,False,
CMP1941,Debit card got stuck in the Union Bank ATM at Banjara Hills Hyderabad.,ATM / Debit Card,Urgent,Critical,Web Portal,Banjara Hills Hyderabad,Open,,2023-11-29,,False,
CMP1942,Initial funding failed but money was deducted during account opening.,Account Opening,Urgent,Low,Branch Visit,Shivajinagar Pune,Open,,2024-07-15,,False,
CMP1943,My Union Bank Rupay Platinum debit card was declined at a merchant.,ATM / Debit Card,Disappointed,Low,Social Media,MG Road Bangalore,Resolved,Your complaint has been forwarded to the technical team.,2024-11-01,13.0,False,
CMP1944,Union Miles credit card reward points are not credited properly.,Credit Card,Angry,Critical,Phone Call,Banjara Hills Hyderabad,Escalated,,2023-09-22,,False,
CMP1945,Interest rate applied on my senior citizen FD is incorrect.,Fixed Deposit,Angry,Critical,Social Media,Nariman Point Mumbai,Open,,2024-03-20,,False,
CMP1946,"Applied for Union Vehicle loan 2 weeks ago, no update from Banjara Hills Hyderabad.",Loan Services,Disappointed,Low,Web Portal,Banjara Hills Hyderabad,Open,,2023-03-06,,False,
CMP1947,Interest rate applied on my senior citizen FD is incorrect.,Fixed Deposit,Neutral,Medium,Web Portal,Hazratganj Lucknow,Escalated,,2024-06-16,,False,
CMP1948,Unable to complete video KYC for new Union Bank account.,Account Opening,Neutral,Critical,Phone Call,Nariman Point Mumbai,Resolved,The technical glitch in Vyom app has been fixed in the latest update.,2024-01-14,15.0,False,
CMP1949,Contactless payment is not working on my Union Bank Visa card.,ATM / Debit Card,Frustrated,Low,Email,Navrangpura Ahmedabad,In Progress,,2024-03-31,,False,
CMP1950,Salary account opened at Hazratganj Lucknow but welcome kit not received.,Account Opening,Angry,Low,Social Media,Hazratganj Lucknow,In Progress,,2023-04-29,,False,
CMP1951,Contactless payment is not working on my Union Bank Visa card.,ATM / Debit Card,Frustrated,High,Email,Salt Lake Kolkata,Resolved,We apologize for the inconvenience. The issue has been resolved.,2023-07-03,10.0,False,
CMP1952,Union Bank tax saver FD receipt is not downloading.,Fixed Deposit,Neutral,Medium,Branch Visit,Navrangpura Ahmedabad,Escalated,,2023-11-09,,True,CMP1245
CMP1953,My Union Bank Rupay Platinum debit card was declined at a merchant.,ATM / Debit Card,Neutral,Critical,Social Media,Salt Lake Kolkata,Escalated,,2024-10-20,,False,
CMP1954,"U-Mobile app is very slow, transferring funds via UPI fails.",Mobile Banking App,Angry,Low,Social Media,Nariman Point Mumbai,Escalated,,2024-12-05,,False,
CMP1955,Staff at T Nagar Chennai were very rude when I went to update my passbook.,Customer Service,Urgent,Critical,Web Portal,T Nagar Chennai,Escalated,,2023-01-31,,False,
CMP1956,Session expires too fast on Union Bank internet banking.,Internet Banking,Frustrated,Medium,Email,Navrangpura Ahmedabad,Escalated,,2024-12-19,,False,
CMP1957,ATM dispensed less cash but full amount deducted from my UBI account.,ATM / Debit Card,Urgent,Medium,Social Media,Hazratganj Lucknow,In Progress,,2023-06-17,,False,
CMP1958,Cannot link my FD to my savings account for overdraft facility.,Fixed Deposit,Neutral,Critical,Mobile App,Nariman Point Mumbai,Escalated,,2023-01-25,,False,
CMP1959,Unable to complete video KYC for new Union Bank account.,Account Opening,Neutral,Medium,Social Media,Nariman Point Mumbai,In Progress,,2024-07-17,,False,
CMP1960,Interest rate applied on my senior citizen FD is incorrect.,Fixed Deposit,Frustrated,High,Email,Banjara Hills Hyderabad,Resolved,We have processed the refund. It will reflect in 3-5 working days.,2023-11-04,6.0,False,
CMP1961,Bill payment done via NEFT is not reflecting in my credit card statement.,Credit Card,Frustrated,Medium,Social Media,Connaught Place Delhi,Resolved,The technical glitch in Vyom app has been fixed in the latest update.,2024-04-09,14.0,False,
CMP1962,Cannot reset my MPIN on the Union Bank Vyom app.,Mobile Banking App,Urgent,Medium,Email,Navrangpura Ahmedabad,In Progress,,2024-12-07,,False,
CMP1963,Sent an email to customercare@unionbankofindia.com but no reply.,Customer Service,Urgent,High,Web Portal,Banjara Hills Hyderabad,Resolved,We apologize for the inconvenience. The issue has been resolved.,2023-03-13,4.0,False,
CMP1964,Salary account opened at Hazratganj Lucknow but welcome kit not received.,Account Opening,Angry,Medium,Phone Call,Hazratganj Lucknow,In Progress,,2024-04-28,,False,
CMP1965,Debit card got stuck in the Union Bank ATM at T Nagar Chennai.,ATM / Debit Card,Urgent,Low,Email,T Nagar Chennai,Resolved,We regret the delay. The card has been dispatched via Speed Post.,2024-05-11,4.0,False,
CMP1966,Charged an annual fee for my Union Bank lifetime free credit card.,Credit Card,Neutral,Low,Phone Call,Salt Lake Kolkata,In Progress,,2024-01-08,,False,
CMP1967,Unable to register on Vyom app using my Aadhaar.,Mobile Banking App,Frustrated,Critical,Web Portal,Banjara Hills Hyderabad,In Progress,,2023-11-04,,False,
CMP1968,Interest rate applied on my senior citizen FD is incorrect.,Fixed Deposit,Angry,Low,Email,Salt Lake Kolkata,Open,,2024-10-10,,False,
CMP1969,Submitted Aadhaar and PAN at Banjara Hills Hyderabad but KYC is still pending.,KYC / Documentation,Neutral,Medium,Mobile App,Banjara Hills Hyderabad,Open,,2023-03-12,,False,
CMP1970,Initial funding failed but money was deducted during account opening.,Account Opening,Neutral,Critical,Phone Call,Hazratganj Lucknow,In Progress,,2024-11-10,,False,
CMP1971,IMPS transfer failed but money debited from my UBI account.,Fund Transfer / NEFT / RTGS,Urgent,Medium,Social Media,Hazratganj Lucknow,Open,,2023-06-10,,False,
CMP1972,My FD matured but the amount is not credited to my savings account.,Fixed Deposit,Disappointed,Low,Phone Call,Banjara Hills Hyderabad,Escalated,,2023-06-13,,False,
CMP1973,IMPS transfer failed but money debited from my UBI account.,Fund Transfer / NEFT / RTGS,Frustrated,Medium,Mobile App,Shivajinagar Pune,In Progress,,2023-02-17,,False,
CMP1974,The Vyom app keeps crashing when I try to login.,Mobile Banking App,Neutral,Medium,Social Media,Nariman Point Mumbai,Open,,2024-08-23,,False,
CMP1975,My account is frozen due to pending KYC despite submitting documents online.,KYC / Documentation,Disappointed,Critical,Web Portal,Salt Lake Kolkata,Resolved,Please visit your base branch with original KYC documents.,2023-04-15,14.0,False,
CMP1976,Interest rate applied on my senior citizen FD is incorrect.,Fixed Deposit,Urgent,Critical,Social Media,MG Road Bangalore,In Progress,,2024-04-04,,False,
CMP1977,Credit card limit was reduced without any prior notice.,Credit Card,Frustrated,High,Web Portal,Banjara Hills Hyderabad,Resolved,Your request is in progress and will be completed within 48 hours.,2024-12-03,12.0,False,
CMP1978,Debit card got stuck in the Union Bank ATM at MG Road Bangalore.,ATM / Debit Card,Frustrated,Critical,Mobile App,MG Road Bangalore,Escalated,,2024-01-13,,False,
CMP1979,RTGS transaction rejected but refund not received.,Fund Transfer / NEFT / RTGS,Neutral,High,Branch Visit,Salt Lake Kolkata,Resolved,Please visit your base branch with original KYC documents.,2023-04-03,5.0,False,
CMP1980,Want to upgrade my credit card to Union Premier but no response.,Credit Card,Neutral,High,Social Media,Connaught Place Delhi,In Progress,,2024-05-23,,False,
CMP1981,Sent an email to customercare@unionbankofindia.com but no reply.,Customer Service,Angry,Medium,Social Media,MG Road Bangalore,Resolved,We have processed the refund. It will reflect in 3-5 working days.,2024-04-04,15.0,False,
CMP1982,UPI payment via Vyom app is failing continuously.,Fund Transfer / NEFT / RTGS,Angry,Low,Branch Visit,Banjara Hills Hyderabad,Open,,2024-09-22,,False,
CMP1983,Branch manager at Malviya Nagar Jaipur is not releasing property documents after loan closure.,Loan Services,Neutral,Low,Phone Call,Malviya Nagar Jaipur,Resolved,We have processed the refund. It will reflect in 3-5 working days.,2024-11-12,11.0,False,
CMP1984,Sent an email to customercare@unionbankofindia.com but no reply.,Customer Service,Angry,Medium,Web Portal,Navrangpura Ahmedabad,Escalated,,2023-09-04,,False,
CMP1985,Corporate internet banking transaction password is not arriving via SMS.,Internet Banking,Angry,Critical,Mobile App,Nariman Point Mumbai,Resolved,Please visit your base branch with original KYC documents.,2023-12-05,4.0,False,
CMP1986,Sent an email to customercare@unionbankofindia.com but no reply.,Customer Service,Disappointed,Medium,Mobile App,Connaught Place Delhi,Resolved,Your request is in progress and will be completed within 48 hours.,2023-08-30,11.0,False,
CMP1987,"Requested a new debit card via Vyom app, haven't received it in 20 days.",ATM / Debit Card,Disappointed,High,Phone Call,Hazratganj Lucknow,Resolved,The technical glitch in Vyom app has been fixed in the latest update.,2023-08-27,3.0,False,
CMP1988,Opened a digital savings account via Vyom app but account is inactive.,Account Opening,Disappointed,High,Social Media,T Nagar Chennai,Open,,2023-08-14,,False,
CMP1989,Session expires too fast on Union Bank internet banking.,Internet Banking,Frustrated,High,Web Portal,Banjara Hills Hyderabad,Resolved,Please visit your base branch with original KYC documents.,2024-02-18,6.0,False,
CMP1990,Need to update my signature but branch says system is down.,KYC / Documentation,Urgent,Critical,Mobile App,Shivajinagar Pune,Open,,2024-04-29,,False,
CMP1991,Initial funding failed but money was deducted during account opening.,Account Opening,Frustrated,High,Mobile App,Connaught Place Delhi,Escalated,,2023-06-12,,True,CMP1268
CMP1992,"Applied for Union Vehicle loan 2 weeks ago, no update from Hazratganj Lucknow.",Loan Services,Frustrated,Critical,Mobile App,Hazratganj Lucknow,In Progress,,2023-05-10,,False,
CMP1993,The Vyom app keeps crashing when I try to login.,Mobile Banking App,Neutral,Critical,Email,Salt Lake Kolkata,In Progress,,2024-04-25,,False,
CMP1994,Contactless payment is not working on my Union Bank Visa card.,ATM / Debit Card,Angry,Low,Branch Visit,Connaught Place Delhi,Escalated,,2024-03-30,,False,
CMP1995,Not able to add beneficiary in retail internet banking.,Internet Banking,Angry,High,Email,Shivajinagar Pune,Resolved,We have processed the refund. It will reflect in 3-5 working days.,2023-08-16,7.0,False,
CMP1996,Prepayment of my Union Education loan is not updated in the portal.,Loan Services,Urgent,Critical,Social Media,T Nagar Chennai,Open,,2024-10-11,,False,
CMP1997,Bill payment done via NEFT is not reflecting in my credit card statement.,Credit Card,Frustrated,High,Email,Navrangpura Ahmedabad,Open,,2024-08-15,,False,
CMP1998,My net banking password got locked and online reset is not working.,Internet Banking,Neutral,Medium,Email,T Nagar Chennai,Escalated,,2023-06-24,,False,
CMP1999,Submitted Aadhaar and PAN at Connaught Place Delhi but KYC is still pending.,KYC / Documentation,Angry,Medium,Branch Visit,Connaught Place Delhi,In Progress,,2023-07-18,,False,
CFPB399701,I sent an international wire transfer that never arrived at the destination bank. Customer service cannot locate the funds.,Fund Transfer / NEFT / RTGS,Urgent,Low,Phone Call,Malviya Nagar Jaipur,Open,,2024-11-23,,False,
CFPB799247,I sent an international wire transfer that never arrived at the destination bank. Customer service cannot locate the funds.,Fund Transfer / NEFT / RTGS,Frustrated,High,Phone Call,T Nagar Chennai,In Progress,,2024-08-17,,False,
CFPB677263,I sent an international wire transfer that never arrived at the destination bank. Customer service cannot locate the funds.,Fund Transfer / NEFT / RTGS,Angry,Low,Branch Visit,Banjara Hills Hyderabad,In Progress,,2024-08-23,,False,
CFPB475469,My mortgage servicer did not apply my extra principal payment correctly and instead held it in suspense.,Loan Services,Disappointed,Low,Branch Visit,Navrangpura Ahmedabad,Open,,2024-03-19,,False,
CFPB345133,Bank charged me multiple overdraft fees in a single day even though I had opted out of overdraft protection.,Account Opening,Frustrated,Low,Web Portal,Salt Lake Kolkata,In Progress,,2024-03-02,,False,
CFPB457562,I sent an international wire transfer that never arrived at the destination bank. Customer service cannot locate the funds.,Fund Transfer / NEFT / RTGS,Neutral,High,Branch Visit,Salt Lake Kolkata,Escalated,,2024-02-16,,False,
CFPB318727,I sent an international wire transfer that never arrived at the destination bank. Customer service cannot locate the funds.,Fund Transfer / NEFT / RTGS,Frustrated,Critical,Branch Visit,Salt Lake Kolkata,In Progress,,2024-12-09,,False,
CFPB141867,The bank closed my account without any notice or explanation and has not returned my remaining balance.,Account Opening,Neutral,High,Branch Visit,Connaught Place Delhi,Escalated,,2024-02-29,,False,
CFPB601683,Collection agency is threatening to sue me for a debt that is past the statute of limitations in my state.,Loan Services,Disappointed,Critical,Branch Visit,Banjara Hills Hyderabad,Resolved,Resolved via CFPB.,2024-05-18,4,False,
CFPB329739,I sent an international wire transfer that never arrived at the destination bank. Customer service cannot locate the funds.,Fund Transfer / NEFT / RTGS,Neutral,Low,Phone Call,Salt Lake Kolkata,Escalated,,2024-12-12,,False,
CFPB884460,"I submitted a loss mitigation application, but the bank proceeded with foreclosure anyway. This is a dual tracking violation.",Loan Services,Disappointed,High,Web Portal,Nariman Point Mumbai,Escalated,,2024-07-24,,False,
CFPB384371,"A fraudulent charge appeared on my credit card. I disputed it, but the credit card company denied my claim without investigation.",Credit Card,Angry,Medium,Phone Call,Malviya Nagar Jaipur,Escalated,,2024-02-28,,False,
CFPB858309,My mortgage servicer did not apply my extra principal payment correctly and instead held it in suspense.,Loan Services,Disappointed,Medium,Web Portal,MG Road Bangalore,Resolved,Resolved via CFPB.,2024-07-18,7,False,
CFPB808075,The bank closed my account without any notice or explanation and has not returned my remaining balance.,Account Opening,Frustrated,Low,Phone Call,T Nagar Chennai,Escalated,,2024-03-11,,False,
CFPB919978,Bank charged me multiple overdraft fees in a single day even though I had opted out of overdraft protection.,Account Opening,Disappointed,Medium,Branch Visit,T Nagar Chennai,Resolved,Resolved via CFPB.,2024-03-03,11,False,
CFPB211717,Bank charged me multiple overdraft fees in a single day even though I had opted out of overdraft protection.,Account Opening,Disappointed,Low,Phone Call,Hazratganj Lucknow,Resolved,Resolved via CFPB.,2024-07-08,9,False,
CFPB951146,My identity was stolen and several accounts were opened in my name. The credit bureaus are refusing to block the fraudulent information.,Credit Card,Urgent,Medium,Phone Call,Nariman Point Mumbai,Open,,2024-06-10,,False,
CFPB725961,Bank charged me multiple overdraft fees in a single day even though I had opted out of overdraft protection.,Account Opening,Neutral,High,Branch Visit,Malviya Nagar Jaipur,Escalated,,2024-07-19,,False,
CFPB658939,I am being harassed by a debt collector for a debt that I do not owe. They call me at all hours of the night.,Loan Services,Disappointed,High,Web Portal,Banjara Hills Hyderabad,In Progress,,2024-07-11,,False,
CFPB555056,"A fraudulent charge appeared on my credit card. I disputed it, but the credit card company denied my claim without investigation.",Credit Card,Angry,Medium,Web Portal,Nariman Point Mumbai,Escalated,,2024-07-07,,False,
CFPB337935,"A fraudulent charge appeared on my credit card. I disputed it, but the credit card company denied my claim without investigation.",Credit Card,Urgent,Medium,Phone Call,T Nagar Chennai,Open,,2024-07-15,,False,
CFPB509461,The bank closed my account without any notice or explanation and has not returned my remaining balance.,Account Opening,Frustrated,Critical,Web Portal,Banjara Hills Hyderabad,Resolved,Resolved via CFPB.,2024-06-17,12,False,
CFPB104740,Bank charged me multiple overdraft fees in a single day even though I had opted out of overdraft protection.,Account Opening,Neutral,Low,Phone Call,Banjara Hills Hyderabad,Resolved,Resolved via CFPB.,2024-08-28,14,False,
CFPB702426,Collection agency is threatening to sue me for a debt that is past the statute of limitations in my state.,Loan Services,Disappointed,Low,Phone Call,Nariman Point Mumbai,Resolved,Resolved via CFPB.,2024-01-31,13,False,
CFPB440383,I sent an international wire transfer that never arrived at the destination bank. Customer service cannot locate the funds.,Fund Transfer / NEFT / RTGS,Urgent,Low,Phone Call,Salt Lake Kolkata,Resolved,Resolved via CFPB.,2024-11-12,5,False,
CFPB392139,My mortgage servicer did not apply my extra principal payment correctly and instead held it in suspense.,Loan Services,Frustrated,Critical,Web Portal,Navrangpura Ahmedabad,Escalated,,2024-04-06,,False,
CFPB632106,The bank closed my account without any notice or explanation and has not returned my remaining balance.,Account Opening,Urgent,Medium,Web Portal,Connaught Place Delhi,Escalated,,2024-03-21,,False,
CFPB101456,I sent an international wire transfer that never arrived at the destination bank. Customer service cannot locate the funds.,Fund Transfer / NEFT / RTGS,Disappointed,Medium,Email,Banjara Hills Hyderabad,Escalated,,2024-03-19,,False,
CFPB598763,"I submitted a loss mitigation application, but the bank proceeded with foreclosure anyway. This is a dual tracking violation.",Loan Services,Urgent,Low,Email,Shivajinagar Pune,Escalated,,2024-11-08,,False,
CFPB202520,"A fraudulent charge appeared on my credit card. I disputed it, but the credit card company denied my claim without investigation.",Credit Card,Frustrated,Low,Email,Banjara Hills Hyderabad,Escalated,,2024-08-19,,False,
CFPB260956,"A fraudulent charge appeared on my credit card. I disputed it, but the credit card company denied my claim without investigation.",Credit Card,Neutral,Medium,Web Portal,Malviya Nagar Jaipur,Escalated,,2024-12-18,,False,
CFPB772356,"I submitted a loss mitigation application, but the bank proceeded with foreclosure anyway. This is a dual tracking violation.",Loan Services,Disappointed,High,Branch Visit,MG Road Bangalore,In Progress,,2024-02-02,,False,
CFPB611249,"I submitted a loss mitigation application, but the bank proceeded with foreclosure anyway. This is a dual tracking violation.",Loan Services,Neutral,Critical,Branch Visit,Malviya Nagar Jaipur,Open,,2024-03-15,,False,
CFPB535684,Bank charged me multiple overdraft fees in a single day even though I had opted out of overdraft protection.,Account Opening,Urgent,High,Web Portal,T Nagar Chennai,In Progress,,2024-06-08,,False,
CFPB333246,My identity was stolen and several accounts were opened in my name. The credit bureaus are refusing to block the fraudulent information.,Credit Card,Urgent,Critical,Email,Banjara Hills Hyderabad,Escalated,,2024-10-25,,False,
CFPB397716,The bank closed my account without any notice or explanation and has not returned my remaining balance.,Account Opening,Neutral,High,Email,Malviya Nagar Jaipur,Resolved,Resolved via CFPB.,2024-02-14,4,False,
CFPB727079,There are multiple hard inquiries on my credit report that I did not authorize. Please remove them immediately.,Credit Card,Frustrated,High,Web Portal,Shivajinagar Pune,Escalated,,2024-11-12,,False,
CFPB224300,"A fraudulent charge appeared on my credit card. I disputed it, but the credit card company denied my claim without investigation.",Credit Card,Neutral,High,Branch Visit,Connaught Place Delhi,In Progress,,2024-10-23,,False,
CFPB198297,I sent an international wire transfer that never arrived at the destination bank. Customer service cannot locate the funds.,Fund Transfer / NEFT / RTGS,Urgent,Critical,Phone Call,MG Road Bangalore,Open,,2024-05-17,,False,
CFPB952199,I sent an international wire transfer that never arrived at the destination bank. Customer service cannot locate the funds.,Fund Transfer / NEFT / RTGS,Frustrated,Medium,Email,Navrangpura Ahmedabad,In Progress,,2024-01-30,,False,
CFPB986332,My identity was stolen and several accounts were opened in my name. The credit bureaus are refusing to block the fraudulent information.,Credit Card,Disappointed,High,Phone Call,T Nagar Chennai,Escalated,,2024-04-02,,False,
CFPB977495,My mortgage servicer did not apply my extra principal payment correctly and instead held it in suspense.,Loan Services,Frustrated,High,Web Portal,MG Road Bangalore,Open,,2024-09-06,,False,
CFPB576465,"A fraudulent charge appeared on my credit card. I disputed it, but the credit card company denied my claim without investigation.",Credit Card,Neutral,Low,Branch Visit,T Nagar Chennai,In Progress,,2024-09-03,,False,
CFPB302291,Collection agency is threatening to sue me for a debt that is past the statute of limitations in my state.,Loan Services,Angry,High,Email,Malviya Nagar Jaipur,Resolved,Resolved via CFPB.,2024-12-21,6,False,
CFPB647970,Bank charged me multiple overdraft fees in a single day even though I had opted out of overdraft protection.,Account Opening,Urgent,Critical,Phone Call,T Nagar Chennai,Open,,2024-10-07,,False,
CFPB488466,The bank closed my account without any notice or explanation and has not returned my remaining balance.,Account Opening,Frustrated,Medium,Branch Visit,Nariman Point Mumbai,Resolved,Resolved via CFPB.,2024-10-13,6,False,
CFPB852188,Collection agency is threatening to sue me for a debt that is past the statute of limitations in my state.,Loan Services,Frustrated,High,Phone Call,Connaught Place Delhi,Open,,2024-07-07,,False,
CFPB918415,Collection agency is threatening to sue me for a debt that is past the statute of limitations in my state.,Loan Services,Frustrated,High,Web Portal,Shivajinagar Pune,Open,,2024-09-08,,False,
CFPB783868,There are multiple hard inquiries on my credit report that I did not authorize. Please remove them immediately.,Credit Card,Frustrated,Critical,Branch Visit,T Nagar Chennai,In Progress,,2024-05-30,,False,
CFPB335753,"A fraudulent charge appeared on my credit card. I disputed it, but the credit card company denied my claim without investigation.",Credit Card,Frustrated,Medium,Branch Visit,MG Road Bangalore,Escalated,,2024-05-18,,False,
CFPB842686,"A fraudulent charge appeared on my credit card. I disputed it, but the credit card company denied my claim without investigation.",Credit Card,Frustrated,Low,Email,Connaught Place Delhi,Open,,2024-11-01,,False,
CFPB178991,My identity was stolen and several accounts were opened in my name. The credit bureaus are refusing to block the fraudulent information.,Credit Card,Neutral,Low,Email,Malviya Nagar Jaipur,In Progress,,2024-04-04,,False,
CFPB478449,The bank closed my account without any notice or explanation and has not returned my remaining balance.,Account Opening,Frustrated,Critical,Web Portal,Navrangpura Ahmedabad,Open,,2024-03-22,,False,
CFPB329288,There are multiple hard inquiries on my credit report that I did not authorize. Please remove them immediately.,Credit Card,Angry,High,Email,Nariman Point Mumbai,Escalated,,2024-05-21,,False,
CFPB526703,"I submitted a loss mitigation application, but the bank proceeded with foreclosure anyway. This is a dual tracking violation.",Loan Services,Disappointed,Critical,Branch Visit,Navrangpura Ahmedabad,Resolved,Resolved via CFPB.,2024-08-12,11,False,
CFPB491000,There are multiple hard inquiries on my credit report that I did not authorize. Please remove them immediately.,Credit Card,Disappointed,High,Branch Visit,Navrangpura Ahmedabad,Open,,2024-06-19,,False,
CFPB432137,"I submitted a loss mitigation application, but the bank proceeded with foreclosure anyway. This is a dual tracking violation.",Loan Services,Urgent,Medium,Branch Visit,Hazratganj Lucknow,Escalated,,2024-12-02,,False,
CFPB765137,"A fraudulent charge appeared on my credit card. I disputed it, but the credit card company denied my claim without investigation.",Credit Card,Angry,Low,Phone Call,Malviya Nagar Jaipur,In Progress,,2024-12-07,,False,
CFPB198583,I am being harassed by a debt collector for a debt that I do not owe. They call me at all hours of the night.,Loan Services,Disappointed,Low,Web Portal,Salt Lake Kolkata,Escalated,,2024-06-15,,False,
CFPB298517,My mortgage servicer did not apply my extra principal payment correctly and instead held it in suspense.,Loan Services,Disappointed,Medium,Branch Visit,Shivajinagar Pune,Resolved,Resolved via CFPB.,2024-11-21,5,False,
CFPB789190,My identity was stolen and several accounts were opened in my name. The credit bureaus are refusing to block the fraudulent information.,Credit Card,Disappointed,High,Branch Visit,Salt Lake Kolkata,In Progress,,2024-06-25,,False,
CFPB300182,My identity was stolen and several accounts were opened in my name. The credit bureaus are refusing to block the fraudulent information.,Credit Card,Disappointed,High,Phone Call,T Nagar Chennai,Open,,2024-04-26,,False,
CFPB729816,"A fraudulent charge appeared on my credit card. I disputed it, but the credit card company denied my claim without investigation.",Credit Card,Neutral,Medium,Branch Visit,Connaught Place Delhi,In Progress,,2024-09-05,,False,
CFPB553188,Bank charged me multiple overdraft fees in a single day even though I had opted out of overdraft protection.,Account Opening,Disappointed,High,Phone Call,Banjara Hills Hyderabad,In Progress,,2024-08-28,,False,
CFPB850728,I am being harassed by a debt collector for a debt that I do not owe. They call me at all hours of the night.,Loan Services,Urgent,High,Branch Visit,Malviya Nagar Jaipur,Escalated,,2024-09-07,,False,
CFPB810791,The bank closed my account without any notice or explanation and has not returned my remaining balance.,Account Opening,Urgent,Critical,Web Portal,Banjara Hills Hyderabad,Escalated,,2024-06-28,,False,
CFPB992954,Bank charged me multiple overdraft fees in a single day even though I had opted out of overdraft protection.,Account Opening,Neutral,Low,Web Portal,Salt Lake Kolkata,Resolved,Resolved via CFPB.,2024-02-01,13,False,
CFPB640572,I am being harassed by a debt collector for a debt that I do not owe. They call me at all hours of the night.,Loan Services,Frustrated,Low,Web Portal,Nariman Point Mumbai,Resolved,Resolved via CFPB.,2024-05-08,3,False,
CFPB142910,I am being harassed by a debt collector for a debt that I do not owe. They call me at all hours of the night.,Loan Services,Frustrated,Low,Email,Nariman Point Mumbai,Open,,2024-12-06,,False,
CFPB333149,There are multiple hard inquiries on my credit report that I did not authorize. Please remove them immediately.,Credit Card,Neutral,Low,Email,Shivajinagar Pune,Escalated,,2024-10-11,,False,
CFPB574501,My mortgage servicer did not apply my extra principal payment correctly and instead held it in suspense.,Loan Services,Frustrated,Critical,Phone Call,Banjara Hills Hyderabad,Resolved,Resolved via CFPB.,2024-05-05,9,False,
CFPB377717,Collection agency is threatening to sue me for a debt that is past the statute of limitations in my state.,Loan Services,Neutral,Medium,Web Portal,Malviya Nagar Jaipur,Escalated,,2024-03-06,,False,
CFPB999705,I am being harassed by a debt collector for a debt that I do not owe. They call me at all hours of the night.,Loan Services,Disappointed,Low,Branch Visit,Connaught Place Delhi,In Progress,,2024-01-23,,False,
CFPB288253,"I submitted a loss mitigation application, but the bank proceeded with foreclosure anyway. This is a dual tracking violation.",Loan Services,Urgent,Low,Phone Call,Shivajinagar Pune,Open,,2024-12-04,,False,
CFPB818048,I am being harassed by a debt collector for a debt that I do not owe. They call me at all hours of the night.,Loan Services,Urgent,High,Web Portal,Navrangpura Ahmedabad,Escalated,,2024-02-16,,False,
CFPB117055,Collection agency is threatening to sue me for a debt that is past the statute of limitations in my state.,Loan Services,Frustrated,Low,Email,T Nagar Chennai,Escalated,,2024-07-09,,False,
CFPB897792,I am being harassed by a debt collector for a debt that I do not owe. They call me at all hours of the night.,Loan Services,Disappointed,High,Web Portal,T Nagar Chennai,In Progress,,2024-11-28,,False,
CFPB495466,I am being harassed by a debt collector for a debt that I do not owe. They call me at all hours of the night.,Loan Services,Angry,Low,Branch Visit,MG Road Bangalore,Open,,2024-10-03,,False,
CFPB364283,Collection agency is threatening to sue me for a debt that is past the statute of limitations in my state.,Loan Services,Urgent,Critical,Phone Call,Salt Lake Kolkata,Escalated,,2024-05-08,,False,
CFPB724660,My mortgage servicer did not apply my extra principal payment correctly and instead held it in suspense.,Loan Services,Frustrated,Low,Web Portal,Hazratganj Lucknow,Resolved,Resolved via CFPB.,2024-03-11,1,False,
CFPB534226,My identity was stolen and several accounts were opened in my name. The credit bureaus are refusing to block the fraudulent information.,Credit Card,Frustrated,Critical,Phone Call,Nariman Point Mumbai,Open,,2024-09-10,,False,
CFPB371829,There are multiple hard inquiries on my credit report that I did not authorize. Please remove them immediately.,Credit Card,Frustrated,Critical,Email,Shivajinagar Pune,Open,,2024-08-07,,False,
CFPB627943,My identity was stolen and several accounts were opened in my name. The credit bureaus are refusing to block the fraudulent information.,Credit Card,Frustrated,Medium,Branch Visit,Malviya Nagar Jaipur,Resolved,Resolved via CFPB.,2024-01-20,15,False,
CFPB889397,Bank charged me multiple overdraft fees in a single day even though I had opted out of overdraft protection.,Account Opening,Urgent,High,Email,Malviya Nagar Jaipur,Escalated,,2024-01-10,,False,
CFPB887944,Collection agency is threatening to sue me for a debt that is past the statute of limitations in my state.,Loan Services,Urgent,Medium,Email,Nariman Point Mumbai,Resolved,Resolved via CFPB.,2024-03-24,13,False,
CFPB466572,There are multiple hard inquiries on my credit report that I did not authorize. Please remove them immediately.,Credit Card,Urgent,Medium,Branch Visit,T Nagar Chennai,In Progress,,2024-02-15,,False,
